"ID","Ref No","Methods","Scale","Crop","Country","Site(location)","Region","latitude","longitude","Current Average Temperature (dC)_area_weighted","Current Average Temperature_point_coordinate (dC)","Current Annual Precipitation (mm) _area_weighted","Current Annual Precipitation  (mm) _point_coordinate","Future_Mid-point","Baseline_Mid-point","Time slice","Climate scenario","Scenario source","Local delta T","Local delta T from 2005","Annual Precipitation change each study  (mm)","Annual Precipitation change  from 2005 (mm)","Global delta T from pre-industrial period","Global delta T from 2005","Projected yield (t/ha)","Climate impacts (%)","Climate impacts relative to 2005","Climate impacts per dC (%)","Climate impacts per decade (%)","CO2","CO2 ppm","Fertiliser","Irrigation","Cultivar","Soil organic matter management","Planting time","Tillage","Others","Adaptation","Adaptation type","Reference","doi","Publication year","Note1 
(* = corrected by HW)","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )","Seasonal Precipitation change (mm) each study (local baseperiod)","Base precipitation (annual) (mm) (local base period)","Annual Preciptation change (%) (relative to local base)","Base precipitation (seasonal) (mm) (local base period)"
54,6,"SCOPUS-NewSearch","Regional","Maize","Iran","Qazvin","Asia",36.27,49.99,13.29172039,13.29172039,297.5047045,297.5047045,2078,2000,"EC","RCP8.5","CMIP5",NA,4.25171479860069,-8.3,-7.76794871794872,4.27,3.48,9.33,-6.7,-6.27051282051282,-1.47481971805271,-0.858974358974359,"Yes",741.52368,"No","No","No","No","No","No","No","No","No","Mirgol et al., 2020","10.3390/agriculture10030060",2020,NA,"*",NA,NA,NA,301,NA,NA
55,7,"SCOPUS-NewSearch","Regional","Maize","China","Inner Mongolia","Asia",50,125,0.377990544,0.377990544,493.2368841,493.2368841,2050,2015,"MC","RCP4.5","CMIP5",NA,1.6651862677029,NA,29.3177652929943,2.08,1.29,9.108,34.31,44.1128571428571,26.4912448525715,9.80285714285714,"Yes",486.53532,"No","No","No","No","No","No","No","No","No","Pu et al., 2020","10.1007/s00704-019-03081-7",2020,NA,"*","*",NA,NA,NA,NA,NA
56,7,"SCOPUS-NewSearch","Regional","Maize","China","Inner Mongolia","Asia",50,125,0.377990544,0.377990544,493.2368841,493.2368841,2050,2015,"MC","RCP6.0","CMIP5",NA,1.28133613447774,NA,26.3442580274261,1.92,1.13,8.52,25.65,32.9785714285714,25.7376425601337,7.32857142857143,"Yes",477.67043,"No","No","No","No","No","No","No","No","No","Pu et al., 2020","10.1007/s00704-019-03081-7",2020,NA,"*","*",NA,NA,NA,NA,NA
57,8,"SCOPUS-NewSearch","Regional","Maize","China","Gansu","Asia",35.7306,107.651,11.05548096,11.05548096,566.8358991,566.8358991,2055,1995,"MC","RCP4.5","CMIP5",1.47,1.225,-7.01753,-5.84794166666667,1.82,1.03,NA,-6.7,-5.58333333333333,-4.5578231292517,-1.11666666666667,"No",378.8125,"No","No","No","No","No","No","No","No","No","Yang et al., 2020","10.1016/j.agwat.2019.105959",2020,NA,NA,NA,NA,NA,546,NA,NA
58,8,"SCOPUS-NewSearch","Regional","Maize","China","Gansu","Asia",35.7306,107.651,11.05548096,11.05548096,566.8358991,566.8358991,2055,1995,"MC","RCP8.5","CMIP5",2.61,2.175,-16.4912,-13.7426666666667,2.42,1.63,NA,-28.2,-23.5,-10.8045977011494,-4.7,"No",378.8125,"No","No","No","No","No","No","No","No","No","Yang et al., 2020","10.1016/j.agwat.2019.105959",2020,NA,NA,NA,NA,NA,546,NA,NA
59,8,"SCOPUS-NewSearch","Regional","Maize","China","Gansu","Asia",35.7306,107.651,11.05548096,11.05548096,566.8358991,566.8358991,2085,1995,"EC","RCP4.5","CMIP5",1.78,1.58222222222222,-0.8772,-0.779733333333333,2.21,1.42,NA,-12.2,-10.8444444444444,-6.85393258426966,-1.35555555555556,"No",378.8125,"No","No","No","No","No","No","No","No","No","Yang et al., 2020","10.1016/j.agwat.2019.105959",2020,NA,NA,NA,NA,NA,546,NA,NA
60,8,"SCOPUS-NewSearch","Regional","Maize","China","Gansu","Asia",35.7306,107.651,11.05548096,11.05548096,566.8358991,566.8358991,2085,1995,"EC","RCP8.5","CMIP5",2.96,2.63111111111111,-11.0526,-9.82453333333333,3.81,3.02,NA,-37.7,-33.5111111111111,-12.7364864864865,-4.18888888888889,"No",378.8125,"No","No","No","No","No","No","No","No","No","Yang et al., 2020","10.1016/j.agwat.2019.105959",2020,NA,NA,NA,NA,NA,546,NA,NA
61,9,"SCOPUS-NewSearch","Regional","Maize","Benin","Dassari basin","Africa",10.82,1.06861,28.72191429,28.72191429,1192.694853,1192.694853,2089,1995,"EC","RCP2.6","CMIP5",1.05,0.938297872340426,NA,38.7820260910359,1.93,1.14,1.312894,-17,-15.1914893617021,-16.1904761904762,-1.80851063829787,"Yes",426.56607,"No","No","No","No","No","No","No","No","No","Amouzou et al., 2019","10.1016/j.fcr.2019.02.021",2019,NA,NA,"*",NA,-21.34,1067,NA,NA
62,9,"SCOPUS-NewSearch","Regional","Maize","Benin","Dassari basin","Africa",10.82,1.06861,28.72191429,28.72191429,1192.694853,1192.694853,2089,1995,"EC","RCP4.5","CMIP5",2,1.78723404255319,NA,65.7992127864632,2.68,1.89,1.312894,-17,-15.1914893617021,-8.5,-1.80851063829787,"Yes",533.38792,"No","No","No","No","No","No","No","No","No","Amouzou et al., 2019","10.1016/j.fcr.2019.02.021",2019,NA,NA,"*",NA,-42.68,1067,NA,NA
63,9,"SCOPUS-NewSearch","Regional","Maize","Benin","Dassari basin","Africa",10.82,1.06861,28.72191429,28.72191429,1192.694853,1192.694853,2089,1995,"EC","RCP8.5","CMIP5",4.65,4.15531914893617,NA,82.2634109969574,4.83,4.04,0.885808,-44,-39.3191489361702,-9.46236559139785,-4.68085106382979,"Yes",835.95594,"No","No","No","No","No","No","No","No","No","Amouzou et al., 2019","10.1016/j.fcr.2019.02.021",2019,NA,NA,"*",NA,10.67,1067,NA,NA
64,9,"SCOPUS-NewSearch","Regional","Maize","Benin","Dassari basin","Africa",10.82,1.06861,28.72191429,28.72191429,1192.694853,1192.694853,2089,1995,"EC","RCP2.6","CMIP5",1.05,0.938297872340426,NA,38.7820260910359,1.93,1.14,1.42362,-10,-8.93617021276596,-9.52380952380952,-1.06382978723404,"Yes",426.56607,"Yes","No","No","Yes","No","No","No","Yes","Combined","Amouzou et al., 2019","10.1016/j.fcr.2019.02.021",2019,NA,NA,"*",NA,-21.34,1067,NA,NA
65,9,"SCOPUS-NewSearch","Regional","Maize","Benin","Dassari basin","Africa",10.82,1.06861,28.72191429,28.72191429,1192.694853,1192.694853,2089,1995,"EC","RCP4.5","CMIP5",2,1.78723404255319,NA,65.7992127864632,2.68,1.89,1.297076,-18,-16.0851063829787,-9,-1.91489361702128,"Yes",533.38792,"Yes","No","No","Yes","No","No","No","Yes","Combined","Amouzou et al., 2019","10.1016/j.fcr.2019.02.021",2019,NA,NA,"*",NA,-42.68,1067,NA,NA
66,9,"SCOPUS-NewSearch","Regional","Maize","Benin","Dassari basin","Africa",10.82,1.06861,28.72191429,28.72191429,1192.694853,1192.694853,2089,1995,"EC","RCP8.5","CMIP5",4.65,4.15531914893617,NA,82.2634109969574,4.83,4.04,0.854172,-46,-41.1063829787234,-9.89247311827957,-4.8936170212766,"Yes",835.95594,"Yes","No","No","Yes","No","No","No","Yes","Combined","Amouzou et al., 2019","10.1016/j.fcr.2019.02.021",2019,NA,NA,"*",NA,10.67,1067,NA,NA
67,9,"SCOPUS-NewSearch","Regional","Maize","Benin","Dassari basin","Africa",10.82,1.06861,28.72191429,28.72191429,1192.694853,1192.694853,2089,1995,"EC","RCP2.6","CMIP5",1.05,0.938297872340426,NA,38.7820260910359,1.93,1.14,1.391984,-12,-10.7234042553191,-11.4285714285714,-1.27659574468085,"Yes",426.56607,"Yes","No","No","No","No","No","No","Yes","Fertiliser","Amouzou et al., 2019","10.1016/j.fcr.2019.02.021",2019,NA,NA,"*",NA,-21.34,1067,NA,NA
68,9,"SCOPUS-NewSearch","Regional","Maize","Benin","Dassari basin","Africa",10.82,1.06861,28.72191429,28.72191429,1192.694853,1192.694853,2089,1995,"EC","RCP4.5","CMIP5",2,1.78723404255319,NA,65.7992127864632,2.68,1.89,1.281258,-19,-16.9787234042553,-9.5,-2.02127659574468,"Yes",533.38792,"Yes","No","No","No","No","No","No","Yes","Fertiliser","Amouzou et al., 2019","10.1016/j.fcr.2019.02.021",2019,NA,NA,"*",NA,-42.68,1067,NA,NA
69,9,"SCOPUS-NewSearch","Regional","Maize","Benin","Dassari basin","Africa",10.82,1.06861,28.72191429,28.72191429,1192.694853,1192.694853,2089,1995,"EC","RCP8.5","CMIP5",4.65,4.15531914893617,NA,82.2634109969574,4.83,4.04,0.838354,-47,-42,-10.1075268817204,-5,"Yes",835.95594,"Yes","No","No","No","No","No","No","Yes","Fertiliser","Amouzou et al., 2019","10.1016/j.fcr.2019.02.021",2019,NA,NA,"*",NA,10.67,1067,NA,NA
70,11,"SCOPUS-NewSearch","Regional","Maize","Brazil","Sao Paulo","Central and South America",-22.708,-47.642,22.73293114,22.73293114,1349.3908,1349.3908,2050,2016,"MC","RCP4.5","CMIP5",1.8,2.38235294117647,-83.3,-110.25,2.05,1.26,NA,-7.03,-9.30441176470588,-3.90555555555556,-2.06764705882353,"Yes",486.53532,"No","No","No","No","No","No","No","No","No","de Souza et al., 2019","10.1590/1678-4499.20190085",2019,NA,NA,NA,NA,NA,NA,NA,NA
71,11,"SCOPUS-NewSearch","Regional","Maize","Brazil","Sao Paulo","Central and South America",-22.708,-47.642,22.73293114,22.73293114,1349.3908,1349.3908,2050,2016,"MC","RCP8.5","CMIP5",2.5,3.30882352941176,-86.3,-114.220588235294,2.6,1.81,NA,-17.12,-22.6588235294118,-6.848,-5.03529411764706,"Yes",540.54279,"No","No","No","No","No","No","No","No","No","de Souza et al., 2019","10.1590/1678-4499.20190085",2019,NA,NA,NA,NA,NA,NA,NA,NA
72,11,"SCOPUS-NewSearch","Regional","Maize","Brazil","Sao Paulo","Central and South America",-22.708,-47.642,22.73293114,22.73293114,1349.3908,1349.3908,2050,2016,"MC","RCP4.5","CMIP5",1.8,2.38235294117647,-83.3,-110.25,2.05,1.26,NA,-10.08,-13.3411764705882,-5.6,-2.96470588235294,"Yes",486.53532,"No","No","No","No","No","No","No","No","No","de Souza et al., 2019","10.1590/1678-4499.20190085",2019,NA,NA,NA,NA,NA,NA,NA,NA
73,11,"SCOPUS-NewSearch","Regional","Maize","Brazil","Sao Paulo","Central and South America",-22.708,-47.642,22.73293114,22.73293114,1349.3908,1349.3908,2050,2016,"MC","RCP8.5","CMIP5",2.5,3.30882352941176,-86.3,-114.220588235294,2.6,1.81,NA,-16.17,-21.4014705882353,-6.468,-4.75588235294118,"Yes",540.54279,"No","No","No","No","No","No","No","No","No","de Souza et al., 2019","10.1590/1678-4499.20190085",2019,NA,NA,NA,NA,NA,NA,NA,NA
74,11,"SCOPUS-NewSearch","Regional","Maize","Brazil","Sao Paulo","Central and South America",-22.708,-47.642,22.73293114,22.73293114,1349.3908,1349.3908,2050,2016,"MC","RCP4.5","CMIP5",1.8,2.38235294117647,-55.9,-73.9852941176471,2.05,1.26,NA,-4.09,-5.41323529411765,-2.27222222222222,-1.20294117647059,"Yes",486.53532,"No","No","No","No","No","No","No","No","No","de Souza et al., 2019","10.1590/1678-4499.20190085",2019,NA,NA,NA,NA,NA,NA,NA,NA
75,11,"SCOPUS-NewSearch","Regional","Maize","Brazil","Sao Paulo","Central and South America",-22.708,-47.642,22.73293114,22.73293114,1349.3908,1349.3908,2050,2016,"MC","RCP8.5","CMIP5",2.5,3.30882352941176,-55.9,-73.9852941176471,2.6,1.81,NA,-9.81,-12.9838235294118,-3.924,-2.88529411764706,"Yes",540.54279,"No","No","No","No","No","No","No","No","No","de Souza et al., 2019","10.1590/1678-4499.20190085",2019,NA,NA,NA,NA,NA,NA,NA,NA
76,11,"SCOPUS-NewSearch","Regional","Maize","Brazil","Sao Paulo","Central and South America",-22.708,-47.642,22.73293114,22.73293114,1349.3908,1349.3908,2050,2016,"MC","RCP4.5","CMIP5",1.8,2.38235294117647,-55.9,-73.9852941176471,2.05,1.26,NA,-2.44,-3.22941176470588,-1.35555555555556,-0.717647058823529,"Yes",486.53532,"No","No","No","No","No","No","No","No","No","de Souza et al., 2019","10.1590/1678-4499.20190085",2019,NA,NA,NA,NA,NA,NA,NA,NA
77,11,"SCOPUS-NewSearch","Regional","Maize","Brazil","Sao Paulo","Central and South America",-22.708,-47.642,22.73293114,22.73293114,1349.3908,1349.3908,2050,2016,"MC","RCP8.5","CMIP5",2.5,3.30882352941176,-55.9,-73.9852941176471,2.6,1.81,NA,-4.97,-6.57794117647059,-1.988,-1.46176470588235,"Yes",540.54279,"No","No","No","No","No","No","No","No","No","de Souza et al., 2019","10.1590/1678-4499.20190085",2019,NA,NA,NA,NA,NA,NA,NA,NA
78,12,"SCOPUS-NewSearch","Regional","Maize","Senegal","Nioro du Rip","Africa",13.7437,15.7733,29.74728012,29.74728012,467.4955607,467.4955607,2054,1994,"MC","RCP4.5","CMIP5",1.43,1.16783333333333,NA,14.6333172281324,1.69,0.9,0.780824,-16.4,-13.3933333333333,-11.4685314685315,-2.73333333333333,"Yes",496.24365,"No","No","No","No","No","No","No","No","No","Freduah et al., 2019","10.3390/agronomy9100639",2019,NA,NA,"*",NA,-85.956,NA,NA,741
79,12,"SCOPUS-NewSearch","Regional","Maize","Senegal","Nioro du Rip","Africa",13.7437,15.7733,29.74728012,29.74728012,467.4955607,467.4955607,2054,1994,"MC","RCP8.5","CMIP5",1.88,1.53533333333333,NA,13.6804186346269,2.56,1.77,0.730388,-21.8,-17.8033333333333,-11.5957446808511,-3.63333333333333,"Yes",564.31311,"No","No","No","No","No","No","No","No","No","Freduah et al., 2019","10.3390/agronomy9100639",2019,NA,NA,"*",NA,-85.956,NA,NA,741
80,12,"SCOPUS-NewSearch","Regional","Maize","Ghana","Navrongo","Africa",10.89,1.09,28.72191429,28.72191429,1192.694853,1192.694853,2054,1994,"MC","RCP4.5","CMIP5",1.5,1.225,NA,37.1817132513443,1.82,1.03,1.059288,-12.6,-10.29,-8.4,-2.1,"Yes",496.24365,"No","No","No","No","No","No","No","No","No","Freduah et al., 2019","10.3390/agronomy9100639",2019,NA,NA,"*",NA,24.948,NA,NA,891
81,12,"SCOPUS-NewSearch","Regional","Maize","Ghana","Navrongo","Africa",10.89,1.09,28.72191429,28.72191429,1192.694853,1192.694853,2054,1994,"MC","RCP8.5","CMIP5",2.19,1.7885,NA,38.6790875651807,2.58,1.79,0.98172,-19,-15.5166666666667,-8.67579908675799,-3.16666666666667,"Yes",564.31311,"No","No","No","No","No","No","No","No","No","Freduah et al., 2019","10.3390/agronomy9100639",2019,NA,NA,"*",NA,40.986,NA,NA,891
82,12,"SCOPUS-NewSearch","Regional","Maize","Ghana","Tamale","Africa",9.4,0.84,27.96080208,27.96080208,1305.798332,1305.798332,2054,1994,"MC","RCP4.5","CMIP5",1.51,1.23316666666667,NA,44.6959031047399,2.17,1.38,1.590848,-15.2,-12.4133333333333,-10.0662251655629,-2.53333333333333,"Yes",496.24365,"No","No","No","No","No","No","No","No","No","Freduah et al., 2019","10.3390/agronomy9100639",2019,NA,NA,"*",NA,4.26,NA,NA,1065
83,12,"SCOPUS-NewSearch","Regional","Maize","Ghana","Tamale","Africa",9.4,0.84,27.96080208,27.96080208,1305.798332,1305.798332,2054,1994,"MC","RCP8.5","CMIP5",2.19,1.7885,NA,51.126121604744,2.8,2.01,1.376984,-26.6,-21.7233333333333,-12.1461187214612,-4.43333333333333,"Yes",564.31311,"No","No","No","No","No","No","No","No","No","Freduah et al., 2019","10.3390/agronomy9100639",2019,NA,NA,"*",NA,10.65,NA,NA,1065
84,13,"SCOPUS-NewSearch","Regional","Maize","China","China","Asia",40.12,120.42,9.990163803,9.990163803,589.4847878,589.4847878,2030,1995,"NF","RCP2.6","CMIP5",0.89,0.635714285714286,NA,32.6097939763395,1.5,0.71,NA,-9.95,-7.10714285714286,-11.1797752808989,-2.84285714285714,"No",378.8125,"No","No","No","No","No","No","No","No","No","Guna et al., 2019","10.3390/w11102108",2019,NA,NA,"*",NA,18.9,NA,NA,525
85,13,"SCOPUS-NewSearch","Regional","Maize","China","China","Asia",40.12,120.42,9.990163803,9.990163803,589.4847878,589.4847878,2051,1995,"MC","RCP4.5","CMIP5",0.89,0.731071428571429,NA,39.1614925203004,1.5,0.71,NA,-9.95,-8.17321428571428,-11.1797752808989,-1.77678571428571,"No",378.8125,"No","No","No","No","No","No","No","No","No","Guna et al., 2019","10.3390/w11102108",2019,NA,NA,"*",NA,18.9,NA,NA,525
86,13,"SCOPUS-NewSearch","Regional","Maize","China","China","Asia",40.12,120.42,9.990163803,9.990163803,589.4847878,589.4847878,2070,1995,"EC","RCP4.5","CMIP5",1.39,1.20466666666667,NA,48.8760950281841,2,1.21,NA,-18.85,-16.3366666666667,-13.5611510791367,-2.51333333333333,"No",378.8125,"No","No","No","No","No","No","No","No","No","Guna et al., 2019","10.3390/w11102108",2019,NA,NA,"*",NA,57.9,NA,NA,525
87,13,"SCOPUS-NewSearch","Regional","Maize","China","China","Asia",40.12,120.42,9.990163803,9.990163803,589.4847878,589.4847878,2075,1995,"EC","RCP6.0","CMIP5",1.39,1.21625,NA,49.5285763504984,2,1.21,NA,-18.85,-16.49375,-13.5611510791367,-2.35625,"No",378.8125,"No","No","No","No","No","No","No","No","No","Guna et al., 2019","10.3390/w11102108",2019,NA,NA,"*",NA,57.9,NA,NA,525
88,14,"SCOPUS-NewSearch","Regional","Maize","China","Zhangye","Asia",38.36,100.18,-3.846287727,-3.846287727,415.3183086,415.3183086,2030,1999,"NF","RCP4.5","CMIP5",NA,0.699161419440001,NA,23.8906485014043,1.27,0.48,0.4878788,-60.45,-48.75,-69.7263874185831,-19.5,"Yes",435.04594,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,127,NA,NA
89,14,"SCOPUS-NewSearch","Regional","Maize","China","Zhangye","Asia",38.36,100.18,-3.846287727,-3.846287727,415.3183086,415.3183086,2060,1999,"MC","RCP4.5","CMIP5",NA,1.34550520823641,NA,27.5911798263417,1.98,1.19,0.5878788,-49.86,-44.955737704918,-33.4117901809111,-8.17377049180328,"Yes",508.87135,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,127,NA,NA
90,14,"SCOPUS-NewSearch","Regional","Maize","China","Zhangye","Asia",38.36,100.18,-3.846287727,-3.846287727,415.3183086,415.3183086,2088,1999,"EC","RCP4.5","CMIP5",NA,2.13654017373332,NA,54.7404373623298,2.43,1.64,0.7484848,-40.13,-37.424606741573,-17.5164535643524,-4.50898876404494,"Yes",533.06978,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,127,NA,NA
91,14,"SCOPUS-NewSearch","Regional","Maize","China","Zhangye","Asia",38.36,100.18,-3.846287727,-3.846287727,415.3183086,415.3183086,2030,1999,"NF","RCP8.5","CMIP5",NA,0.730225038097317,NA,24.0324325715071,1.43,0.64,0.630303,-55.03,-44.3790322580645,-60.7744598482942,-17.7516129032258,"Yes",448.83485,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,127,NA,NA
92,14,"SCOPUS-NewSearch","Regional","Maize","China","Zhangye","Asia",38.36,100.18,-3.846287727,-3.846287727,415.3183086,415.3183086,2060,1999,"MC","RCP8.5","CMIP5",NA,2.24482401103259,NA,37.836169864423,2.61,1.82,0.9424242,-48.59,-43.8106557377049,-19.5162986151207,-7.9655737704918,"Yes",603.52045,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,127,NA,NA
93,14,"SCOPUS-NewSearch","Regional","Maize","China","Zhangye","Asia",38.36,100.18,-3.846287727,-3.846287727,415.3183086,415.3183086,2088,1999,"EC","RCP8.5","CMIP5",NA,3.14069522142646,NA,93.6369890439424,3.96,3.17,1.3090909,-21.17,-19.742808988764,-6.28612698681317,-2.37865168539326,"Yes",827.15719,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,127,NA,NA
94,14,"SCOPUS-NewSearch","Regional","Maize","China","Pingliang","Asia",35.26,107.5,11.13273907,11.13273907,595.6590436,595.6590436,2030,1999,"NF","RCP4.5","CMIP5",NA,0.642479158325597,NA,19.2346566588895,1.27,0.48,0.6233766,-1.26,-1.01612903225806,-1.58157508938696,-0.406451612903226,"Yes",435.04594,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,540,NA,NA
95,14,"SCOPUS-NewSearch","Regional","Maize","China","Pingliang","Asia",35.26,107.5,11.13273907,11.13273907,595.6590436,595.6590436,2060,1999,"MC","RCP4.5","CMIP5",NA,1.24539745060879,NA,14.9535911120078,1.98,1.19,0.5729128,-7.92,-7.14098360655738,-5.73389932913917,-1.2983606557377,"Yes",508.87135,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,540,NA,NA
96,14,"SCOPUS-NewSearch","Regional","Maize","China","Pingliang","Asia",35.26,107.5,11.13273907,11.13273907,595.6590436,595.6590436,2088,1999,"EC","RCP4.5","CMIP5",NA,1.81615402124617,NA,54.811000186484,2.43,1.64,0.5491651,-10.09,-9.40977528089888,-5.1811548859949,-1.13370786516854,"Yes",533.06978,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,540,NA,NA
97,14,"SCOPUS-NewSearch","Regional","Maize","China","Pingliang","Asia",35.26,107.5,11.13273907,11.13273907,595.6590436,595.6590436,2030,1999,"NF","RCP8.5","CMIP5",NA,0.713090257181864,NA,21.0792868154085,1.43,0.64,0.6085343,-4.33,-3.49193548387097,-4.89690533379479,-1.39677419354839,"Yes",448.83485,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,540,NA,NA
98,14,"SCOPUS-NewSearch","Regional","Maize","China","Pingliang","Asia",35.26,107.5,11.13273907,11.13273907,595.6590436,595.6590436,2060,1999,"MC","RCP8.5","CMIP5",NA,2.14582741778844,NA,20.2480829646789,2.61,1.82,0.5254174,-16.19,-14.5975409836066,-6.80275629931659,-2.65409836065574,"Yes",603.52045,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,540,NA,NA
99,14,"SCOPUS-NewSearch","Regional","Maize","China","Pingliang","Asia",35.26,107.5,11.13273907,11.13273907,595.6590436,595.6590436,2088,1999,"EC","RCP8.5","CMIP5",NA,3.23419998316292,NA,104.109035917312,3.96,3.17,0.412616,-33.5,-31.2415730337079,-9.65975301352727,-3.76404494382022,"Yes",827.15719,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,540,NA,NA
100,14,"SCOPUS-NewSearch","Regional","Maize","China","Gongzhuling","Asia",43.538,124.85,6.966985703,6.966985703,567.0704042,567.0704042,2030,1999,"NF","RCP4.5","CMIP5",NA,0.463688234229084,NA,10.8107054393903,1.27,0.48,0.9264822,18.51,14.9274193548387,32.1927930296887,5.97096774193548,"Yes",435.04594,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,525,NA,NA
101,14,"SCOPUS-NewSearch","Regional","Maize","China","Gongzhuling","Asia",43.538,124.85,6.966985703,6.966985703,567.0704042,567.0704042,2060,1999,"MC","RCP4.5","CMIP5",NA,1.35164367847319,NA,26.2686021740028,1.98,1.19,0.8158103,6.37,5.74344262295082,4.2492283391127,1.04426229508197,"Yes",508.87135,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,525,NA,NA
102,14,"SCOPUS-NewSearch","Regional","Maize","China","Gongzhuling","Asia",43.538,124.85,6.966985703,6.966985703,567.0704042,567.0704042,2088,1999,"EC","RCP4.5","CMIP5",NA,1.95293610311415,NA,70.2374870086677,2.43,1.64,0.743083,-5.14,-4.79348314606742,-2.45450075833189,-0.57752808988764,"Yes",533.06978,"No","No","No","No","No","No","No","No","No","Liang et al., 2019","10.1007/s10705-019-10013-4",2019,NA,"*","*",NA,NA,525,NA,NA
